12497,mysql-2.7.1,"","",""
12498,mysql,"","",""
12499,mysql2,0.1.2|0.1.9|0.1.3|0.1.7|0.1.4|0.1.0|0.1.6|0.2.4|0.1.8|0.2.0,Brian Lopez,""
12500,mysql2-0.2.6-x86,"","",""
12501,mysql2,0.2.5|0.1.1,Brian Lopez,""
12502,mysql2-0.2.6-x86-mswin32,"","",""
12503,mysql2,0.1.5|0.2.6,Brian Lopez,""
12504,mysql2_model,0.1.2,donnoman,mysql2|builder|logging|activesupport|rspec
12505,mysql2mysql,0.0.1,xianhua.zhou,sequel|rspec
12506,mysql2psql,"","",""
12507,mysql_backup,0.2.1|0.2.0,Christian Hellsten,thoughtbot-shoulda|sequel
12508,mysql_incremental_query,0.0.1,Burke Libbey,mysql
12509,mysql-inspector,0.0.2|0.0.6|0.0.1|0.0.4|0.0.0|0.0.3,Ryan Carver,""
12510,mysql_mirror,0.1.3|0.1.2,Peter Leonhardt|Joe Goggins,""
12511,mysqlplus,0.1.1,Muhammad A. Ali,""
12512,mysql_replication_adapter,0.2.0|0.4.0|0.1.0,Bryan Duxbury,""
12513,mysql_replication_monitor,0.1.5|0.1.6,Brian Percival,multiple_connection_handler
12514,mysql_replication_status,0.1.3|0.1.1|0.1.2,bmpercy,multiple_connection_handler
12515,mysql_retry_lost_connection,"","",""
12516,mysql_s3_backup,"","",""
12517,mysql_schema_bulk_change,"","",""
12518,mysql_view_support,"","",""
12519,mysql_warmer,0.1.0,Rohith Ravi|Steven Lumos,mysqlplus|eventmachine|pcap
12520,mysql-xml,0.1.1,Andrew Cholakian,""
12521,mysticize,1.0.1,Clinton R. Nixon,mocha|spect
12522,my_wiki_generator,0.0.1|0.0.3|0.0.2,ANDO Yasushi,""
12523,my_zeo,0.2.2|0.2.1|0.4.3|0.4.1|0.4.4|0.4.2|0.2.0,Haris Amin,thoughtbot-shoulda|httparty
12524,mzml,0.2.0|0.2.2,Angel Pizarro,rspec|nokogiri
12525,n,"","",""
12526,n8_activemerchant,"","",""
12527,n8-attr_encrypted,1.1.2,Sean Huber,mocha|encryptor|eigenclass
12528,nabaztag,0.2.3,ELC,thor
12529,Nabaztag,0.2.0,Paul Battley,""
12530,nachof-premailer,"","",""
12531,nachos,0.0.5|0.0.1|0.0.2|0.0.3,Rob Sanheim,mocha|octopussy|fakeweb|faker|git-hub|rspec
12532,nack,0.1.15|0.1.11|0.1.4|0.4.0|0.1.6|0.3.3|0.1.8|0.3.0|0.1.0|0.1.5|0.1.1|0.3.1|0.1.9|0.1.3|0.1.14|0.1.12|0.1.16|0.1.7|0.1.2|0.1.10|0.2.0|0.3.2,Joshua Peek,""
12533,naeu-jekyll,0.5.5|0.7.0,Tom Preston-Werner,open4|directory_watcher|maruku|classifier|liquid|RedCloth
12534,nagios,"","",""
12535,nagios_alerter,0.1.0,Dana Merrick,send_nsca
12536,nagios_analyzer,"","",""
12537,nagios_config,"","",""
12538,nagiosharder,0.1.3|0.2.3|0.2.2|0.1.0|0.2.0|0.1.2|0.1.1,Joshua Nichols,rspec|rest-client|nokogiri|httparty|activesupport
12539,nagios-manage,0.5.0|0.5.1|0.5.2,R.I. Pienaar|Jordan Sissel,""
12540,nagios_parser,1.0.0,Bernd Ahlers,rake|rspec|racc
12541,nagios-probe,0.1.1|0.1.0,David Abdemoulaie,thoughtbot-shoulda
12542,naglfar,"","",""
12543,nagoro,"","",""
12544,naive_bayes,0.0.3|0.0.1|0.0.0,reddavis,rspec
12545,nakajima,"","",""
12546,nakajima-twitter_oauth,0.2.2|0.2.1,Richard Taylor|Pat Nakajima,json|mime-types|oauth
12547,nake,0.0.8|0.0.3.pre|0.0.9.pre|0.0.6|0.0.8.pre|0.0.7|0.0.5|0.0.2.pre|0.0.2|0.0.3,Jakub Šťastný aka Botanicus,term-ansicolor
12548,namaste,"","",""
12549,nameable,0.1.2|0.1|0.1.1,Chris Horn,""
12550,nameable_record,0.1.0,C. Jason Harrelson,rspec
12551,namecase,1.0.1|1.0.0|1.1.0,Aaron Patterson,hoe|hoe
12552,namedarguments,0.0.3|0.0.1|0.0.2,James M Moore,hoe
12553,named_arguments,0.0.4,Ryan Davis,hoe
12554,named_instances,0.0.2|0.0.3|0.1.0|0.0.4,Jason Dew,""
12555,name_dot_com_api,"","",""
12556,named-parameters,0.0.14|0.0.19|0.0.13|0.0.3|0.0.4|0.0.8|0.0.10|0.0.6|0.0.7|0.0.11|0.0.20|0.0.16|0.0.9|0.0.15|0.0.2|0.0.5|0.0.12|0.0.22|0.0.17|0.0.18|0.0.1,Juris Galang,rspec|yard
12557,named-routes,0.1.2|0.2.2|0.1.0|0.2.1|0.2.4|0.2.3,Brian Takita,extlib|extlib
12558,named_scope_for_time_attr,"","",""
12559,name-generator,"","",""
12560,namelessjon-couchrest,1.0.0,Jonathan Stott|J. Chris Anderson|Matt Aimonetti|Marcos Tapajos|Will Leinweber|Sam Lown,rest-client|mime-types|yajl-ruby
12561,namelessjon-twitter_oauth,"","",""
12562,namespace,1.0,Jonas Pfenniger,""
12563,namespaced_htmldoc,"","",""
12564,namespaces,0.0.1|0.0.2,Fedor Kocherga,""
12565,namxam-authlogic,"","",""
12566,namxam-backup,"","",""
12567,namxam-carmen,0.1.2,Jim Benton|Maximilian Schulz,""
12568,namxam-devise,"","",""
12569,namxam-rfgraph,"","",""
12570,namxam-ts-delayed-delta,"","",""
12571,nandoc,0.0.1|0.0.5|0.0.2|0.0.4,Chip Malice,treebis|nanoc3|syntax
12572,nanite,0.4.1.14|0.4.1.2|0.4.1.10|0.4.1.17|0.4.1.16|0.4.1.13,Ezra Zygmuntowicz,amqp|json
12573,nano,0.8.1,Trans,""
12574,nanoc,2.1.4|1.3.1|3.1.3|3.0.0a2|3.1.2|2.0.2|2.2|1.0|1.5|1.4|3.1.0|1.2|3.0.0a1|1.3|2.0.4|1.0.1|1.1.1|3.1.1|3.1.4|2.0.1|2.1|2.2.2|2.2.1|2.1.3|2.0|3.1.6|1.6.1|1.6|2.1.1|2.1.6|2.1.2|1.1|2.0.3|3.0.9|1.6.2|2.1.5|3.1.5|1.1.3,"",erubis
12575,nanoc2,"","",""
12576,nanoc3,3.1.6|3.1.4|3.0.0|3.2.0a3|3.0.5|3.0.1|3.1.2|3.0.3|3.0.9|3.1.5|3.0.6|3.0.8|3.1.0b1|3.2.0a2|3.1.3|3.1.0b2|3.2.0a1|3.1.0|3.1.1|3.1.0a2|3.1.0a1|3.0.2|3.0.4|3.0.7|3.1.0a3,Denis Defreyne,cri
12577,nanoc-code-classifier,0.0.2|0.0.1|0.0.3,Josh Bassett,nanoc|nokogiri
12578,nanoc-filesystem-i18n,0.1.0|0.1.0.pre4|0.1.0.pre2,Yann Lugrin,yard|nanoc|minitest|i18n
12579,nanocontexts,"","",""
12580,nanoc-toolbox,0.0.4|0.0.5|0.0.3|0.0.1,Anouar ADLANI,nanoc|bundler
12581,nanoc-video-filter,"","",""
12582,nanotest,0.9.1|0.9.2|0.9.4|0.9|0.9.4.1,Martin Aumont,minitest
12583,nanotest_extensions,0.6.1|0.5|0.6.3,Martin Aumont,nanotest
12584,nanotest_spec,"","",""
12585,nanowrimo,0.8.0|0.7.8|0.7|0.7.5,Joshua Clingenpeel,hoe|hoe
12586,nant,0.9.0,Gerry Shaw|Ian MacLean|Scott Hernandez|Gert Driesen,""
12587,nap,0.1|0.3|0.4,Manfred Stienstra,""
12588,narf,0.6.1|0.6.2|0.6.3|0.5.1|0.7.3|0.7.2,"",""
12589,Narnach-pony,0.3.1,Wes Oldenbeuving,smtp_tls|tmail
12590,narray,0.5.9.6|0.5.9.7,Masahiro Tanaka,""
12591,narray-0.5.9.7-x86,"","",""
12592,narray,0.5.9.5|0.5.9.4,Masahiro Tanaka,""
12593,narray_miss,1.2.1.1|0.1.0,Eriko Nishimoto,narray|rcov|bundler|rspec|jeweler
12594,narray-ruby19-0.5.9.7-x86,"","",""
12595,na_str,"","",""
12596,nas-yahoo_stock,1.0.3|1.0.4|1.0.7|1.0.6|1.0.5,Nasir Jamal,builder
12597,natcmp,"","",""
12598,nateabbott-friendly-id,"","",""
12599,natedaiger-youtube-g,0.6.0|0.6.1,Shane Vitarana|Walter Korman|Aman Gupta|Filip H.F. Slagter|msp,builder|hoe
12600,national-rail,0.4.9|0.1.0|0.3.1|0.3.0|0.4.2|0.3.3|0.4.6|0.3.4|0.3.6|0.4.4|0.3.11|0.3.8|0.4.7|0.3.2|0.3.5|0.4.0|0.4.1|0.2.0|0.4.3|0.4.8|0.3.7|0.3.10,James Mead,hpricot|mechanize|webmock|ffi|nokogiri|i18n|tidy_ffi|tzinfo|activesupport
12601,nats,"","",""
12602,natto,0.1.0|0.4.1|0.0.6|0.4.0|0.0.7|0.0.9|0.0.2|0.0.1|0.3.0|0.0.4|0.0.3|0.1.1|0.0.8,Brooke M. Fujita,ffi
12603,natural_key,0.2.1,Sharad Jain,""
12604,naturalsort,1.1.1|1.1.0|1.0.0,Benjamin Francisoud,hoe
12605,naturalspec,1.0.69.0,Steffen Forkmann,nunit
12606,natural_time,0.0.3,Jeff Coleman,rspec|activesupport
12607,natwest,0.2.0|0.3.0,Run Paint Run Run,rspec|highline|yard
12608,naught_check,0.2.0,Sean Miller,thoughtbot-shoulda
12609,naughty-step,0.0.1,Mickael Riga,""
12610,nautilus,0.1.0|0.1.1,Robin Clart,""
12611,naver,0.3.1|0.3.2,Hyunwoo Park,libxml-ruby|libxml-ruby
12612,navigasmic,0.5.3|0.4.0|0.1.1|0.3.2|0.3.1|0.5.2|0.5.1|0.4.1|0.5.0|0.1.3|0.5.4|0.5.5|0.2.0|0.1.5|0.3.0,Jeremy Jackson,thoughtbot-shoulda
12613,navigate,"","",""
12614,navlinks,0.1.4|0.2.0|0.1.2|0.1|0.1.1,Dmitry Ratnikov,""
12615,navvy,0.2.3|0.0.0|0.2.2|0.2.4|0.2.0|0.1.0|0.3.1|0.1.2|0.2.1|0.2.5|0.3.2|0.3.0,Jeff Kreeftmeijer,rspec|yard
12616,nayutaya-active-form,"","",""
12617,nayutaya-bookmark-utility,0.0.1|0.2.0|0.0.9|0.0.2|0.1.0|0.0.7,Yuya Kato,""
12618,nayutaya-googlemaps-polyline,"","",""
12619,nayutaya-ironnews-utility,0.3.1|0.3.7|0.3.6|0.3.5|0.3.4|0.3.3|0.3.8|0.3.2,Yuya Kato,""
12620,nayutaya-kagemusha,"","",""
12621,nayutaya-msgpack-pure,0.0.1,Yuya Kato,""
12622,nayutaya-pure-nkf,"","",""
12623,nayutaya-webhook-dispatcher,"","",""
12624,nayutaya-wsse,0.0.1,Yuya Kato,""
12625,nazca,0.1.1,Jacek Galanciak,rspec|rails
12626,nbadw-util,0.1.3|0.1.1|0.1.0|0.1.2,Colin Casey,sequel
12627,nbogie-production_log_analyzer,"","",""
12628,nbp,"","",""
12629,nbp-rates,"","",""
12630,nbrew-country_select,"","",""
12631,nbrew-simple_access_control,"","",""
12632,nbrew-simple_time_select,0.1.0,Anthony Amoyal,""
12633,nbtfile,0.0.2|0.0.6|0.0.3|0.0.5|0.0.8|0.0.4|0.0.7,MenTaLguY,rspec
12634,nbt_utils,"","",""
12635,nbudin-castronaut,"","",""
12636,nbudin-disqus,"","",""
12637,nbudin-google4r-checkout,"","",""
12638,nbudin-version_fu,"","",""
12639,nbuild,0.0.3|0.0.5|0.0.6|0.0.4|0.0.7,Mark Ryall,rspec|gemesis|rake
12640,nbuilder,"","",""
12641,ncal2gcal,0.1.6|0.1.4|0.1.5,Elias Kugler,gcal4ruby|log4r|do_sqlite3|dm-core
12642,nc-freebase,0.2.0,Namit Chadha,yajl-ruby|httparty|rspec
12643,ncri-seer,0.5.1,Corey Ehmke / SEO Logic,rspec
12644,ncurses,"","",""
12645,ncursesw,0.9.2|0.9.1.a|1.2.4.3|0.9.1|1.2.4.2,"",""
12646,ncXBMC,0.3.2|0.3,Cedric TESSIER,nezetic-ruby-xbmc|ncurses
12647,ndo,0.1.0|0.2.1|0.1.1,Kaspar Schiess,procrastinate|text-highlight|rspec|flexmock|open4
12648,neapolitan,0.2.0,Thomas Sawyer,haml|malt|redcloth|qed|syckle|rdoc|rdiscount
12649,nearline,0.0.5|0.0.6|0.0.4|0.1.0|0.0.1|0.0.2,Robert J. Osborne,activerecord
12650,nebula,"","",""
12651,necktie,1.0.6|0.2.1|1.1.0|0.0.3|1.0.3|1.0.2|0.1.0|1.0.5|0.3.3|0.0.2|0.3.5|1.0.0|0.0.1|0.3.0|0.2.0|1.0.4|0.3.2|0.3.1|0.1.1,Assaf Arkin,""
12652,need,1.0.3|1.0.0|1.1.0|1.0.1,Drew Olson,hoe
12653,needish,"","",""
12654,needle,1.2.0|1.2.1|1.3.0|0.9.0|1.1.0|0.6.0|1.0.0,"",""
12655,needle-extras,"","",""
12656,needy,0.0.1|0.0.2,Matt Liggett,""
12657,negative-method,1.1.0,Vinh Tran,bundler|rcov|jeweler|rspec
12658,negval-deadlock_retry,"","",""
12659,nekohtml,"","",""
12660,nemo,0.1.0|0.1.2,Kevin Howe,wee
12661,nendo,0.3.1|0.3.0|0.3.5|0.1.0|0.3.2|0.0.1|0.4.0|0.3.4|0.4.1|0.2.0,Kiyoka Nishiyama,""
12662,neo4j,1.0.0.beta.12|1.0.0.beta.20,Andreas Ronge,railties|activemodel
12663,neo4j-1.0.0.beta.22,"","",""
12664,neo4j,0.3.1,Andreas Ronge,""
12665,neo4j-1.0.0.beta.23,"","",""
12666,neo4j,1.0.0.beta.11|1.0.0.beta.3|0.0.7,Andreas Ronge,""
12667,neo4j-1.0.0.beta.26,"","",""
12668,neo4j,0.0.6|1.0.0.beta.4|1.0.0.beta.5|0.0.5,Andreas Ronge,""
12669,neo4j-1.0.0.beta.24,"","",""
12670,neo4j,1.0.0.beta.10|0.2.0|0.4.2|0.3.2|0.3.0|1.0.0.beta.8|1.0.0.beta.7|0.4.5,Andreas Ronge,""
12671,neo4j-1.0.0.beta.21,"","",""
12672,neo4j,1.0.0.beta.18|1.0.0.beta.15|0.4.1|0.2.1,Andreas Ronge,""
12673,neo4j-1.0.0.beta.27,"","",""
12674,neo4j,"","",""
12675,neo4j-1.0.0.beta.28,"","",""
12676,neo4j,1.0.0.beta.9|1.0.0.beta.13,Andreas Ronge,railties|rspec-apigen|rspec-rails-matchers|activemodel|rspec
12677,neo4j-1.0.0.beta.25,"","",""
12678,neo4j,1.0.0.beta.17|0.4.3|0.4.6|1.0.0.beta.16|0.1.0,Andreas Ronge,""
12679,neo4j-rails,"","",""
12680,neo4jr-simple,0.2.1|0.1.5|0.1.3|0.2.2|0.1.0|0.2.0|0.1.6|0.1.7,Matthew Deiters,jeweler|rspec
12681,neo4jr-social,0.2.0|0.3.1|0.1.1|0.1.2,Matthew Deiters,rspec|sinatra|rest-client|json_pure
12682,neo4j-spatial-0.0.1,"","",""
12683,neo4j-spatial-0.0.2,"","",""
12684,neo4j-spatial-0.0.4,"","",""
12685,neography,0.0.4|0.0.3|0.0.6|0.0.9|0.0.8|0.0.1|0.0.2|0.0.5,Max De Marzi,fakeweb|json|rspec|httparty|net-http-spy
12686,neoneo,0.1.0,Thorben SchrÃƒÂ¶der,mechanize|hoe|hoe
12687,nephila,0.6.1,Mattt Thompson,rails|vpim|RedCloth|sqlite3-ruby|mongrel|image_science|icalendar|rails-app-installer|mongrel_cluster
12688,Nephila,"","",""
12689,neptune,0.0.1|0.0.3,Chris Bunch,""
12690,nera,0.1.1|0.5.1|0.2.2|0.2.1|0.1.2|0.1.0|0.5.2|0.6.0|0.7.0|0.0.2|0.3.1|0.0.3|0.0.1|0.5.0|0.4.0|0.2.0|0.0.4,Yohsuke Murase,hoe|newgem|hoe|newgem
12691,nerdy,0.0.4|0.0.9|0.0.2|0.3.0.pre|0.0.5|0.2.0|0.0.7|0.2.5|0.0.10|0.1.0|0.0.1|0.0.8|0.2.2|0.2.3|0.0.6|0.1.1|0.0.3|0.2.1,Sergey Tikhomirov,dm-migrations|will_paginate|dm-core|dm-validations|haml|sinatra
12692,nervutils,0.2.3,guns,""
12693,nessusdb,0.6.6|1.1.0|1.0.0,Jacob Hammack,choice|activerecord|prawn-core|gruff|prawn-layout|prawn|libxml-ruby
12694,nessus-xmlrpc,0.5.0,Vlatko Kosturjak,jeweler|bundler|rcov|shoulda
12695,nest,0.0.2|1.1.0|0.0.5|1.0.0|0.0.4|0.0.6|1.0.1|0.0.1|0.0.7|0.0.0|1.0.2,Michel Martens,redis|cutest
12696,nesta,0.9.2|0.9.1|0.9.3,Graham Ashton,maruku|rack-test|RedCloth|hpricot|sinatra|rspec|shotgun|haml|rspec_hpricot_matchers|test-unit
12697,nestable_logger,"","",""
12698,nested-benchmark,"","",""
12699,nested-delocalize,0.1.9,Rafael Santos,""
12700,nested_fields,0.2.1|0.1.1|0.2.2,Jason Murad,shoulda|bundler|rcov|jeweler
12701,nested-fields,1.0.0|1.0.1,Roberto Sanchez Sanchez,""
12702,nested_hash_tricks,"","",""
12703,nested_layouts,"","",""
12704,nested-layouts,0.1.1,Sunteya,actionpack
12705,nested_liquid,0.1.0,Mark Turner,yard|activesupport|rcov|jeweler|liquid|bundler|bacon|liquid|activesupport
12706,nested_restful_scaffold,"","",""
12707,nested_scaffold,0.0.1,Akira Matsuda,bundler|jeweler
12708,nested_set,1.6.0|1.5.4|1.6.1|1.5.3|1.5.1|1.6.2|1.5.2|1.6.3,Brandon Keepers|Daniel Morrison,bench_press|activerecord|jeweler|sqlite3-ruby|actionpack|railties
12709,nestegg,0.0.1,John D. Hume,""
12710,nestful,0.0.3|0.0.1|0.0.4|0.0.2|0.0.5,Alex MacCaw,activesupport
12711,nestor,0.2.0|0.2.2|0.2.4|0.2.3|0.1.1|0.2.1,François Beausoleil,yard|riot|thor|watchr|state_machine
12712,nestor_growl,"","",""
12713,nestoria,"","",""
12714,nest-unit,"","",""
12715,netaddr,1.5.0|1.2.0|1.1.0|1.4.0|1.0.0,Dustin Spinhirne,""
12716,net-amazon-s3,"","",""
12717,netatlas-poller,"","",""
12718,netchecker,"","",""
12719,net_dav,0.4.0|0.3.0|0.0.2|0.3.2|0.2.1|0.1.1|0.3.1|0.2.2|0.5.0|0.0.1|0.3.3|0.4.1|0.1.0,Miron Cuperman,rspec|nokogiri
12720,net-dns,0.5.3|0.2|0.2.5|0.5.1|0.5.2|0.1|0.4|0.6.1|0.3|0.6.0,Marco Ceresa|Simone Carletti,rcov
12721,net-flickr,"","",""
12722,net-fs-gmail,0.0.1,blair christensen,hoe|gmailer
12723,net-fs-gmail-backup,"","",""
12724,net-ftp-list,2.0|0.3|2.0.0|1.0|3.2.0|0.5|0.4|0.7|0.9,Shane Hanna,""
12725,net-ftp-putstring,"","",""
12726,net-github-upload,0.0.1|0.0.4|0.0.3|0.0.2,Constellation,httpclient|nokogiri|faster_xml_simple
12727,net-http-digest_auth,"","",""
12728,net-http-paranoid,0.0.2,cho45,""
12729,net-http-persistent,1.2|1.2.2|1.2.3|1.5|1.4.1|1.0|1.2.1|1.0.1|1.3|1.3.1|1.2.4|1.2.5|1.1,Eric Hodel,minitest|hoe|rubyforge|gemcutter
12730,net-http-pipeline,0.1,Eric Hodel,minitest|hoe
12731,net-http-server,"","",""
12732,net-http-spy,"","",""
12733,net-httpstub,0.0.2,momotaro,""
12734,net-https-wrapper,"","",""
12735,net-irc,0.0.5|0.0.8|0.0.7|0.0.9|0.0.4|0.0.2|0.0.6|0.0.3,cho45,""
12736,net-ldap,0.1.0|0.1.1,Francis Cianfrocca|Emiel van de Laar|Rory O'Connell|Kaspar Schiess|Austin Ziegler,gemcutter|rubyforge|archive-tar-minitar|hanna|hoe-git|hoe
12737,net-mdns,"","",""
12738,net-netrc,0.2.0|0.2.1|0.2.2,Bob Showalter,Platform
12739,netnoop,0.2.0,Michael Klett,fakeweb|jeweler|rspec
12740,net-ntp,"","",""
12741,net_observer,"","",""
12742,net-ping,"","",""
12743,net-ping-1.3.4-x86,"","",""
12744,net-ping,1.3.4,Daniel J. Berger,test-unit
12745,net-ping-1.3.0-x86-mswin32,"","",""
12746,net-ping,"","",""
12747,net-ping-1.2.2-x86-mswin32,"","",""
12748,net-ping,1.0.1,Daniel J. Berger,""
12749,net-ping-1.3.1-x86-mswin32,"","",""
12750,net-ping,"","",""
12751,net-ping-1.3.3-x86,"","",""
12752,net-ping,1.3.2|1.2.0,Daniel J. Berger,""
12753,net-ping-1.2.3-x86-mswin32,"","",""
12754,net-ping,1.3.5|1.3.6|1.1.0,Daniel J. Berger,""
12755,net-ping-1.3.2-x86-mswin32,"","",""
12756,net-ping,1.2.1,Daniel J. Berger,""
12757,net-proto-1.0.4-x86-mswin32,"","",""
12758,net-proto,1.0.3,Daniel J. Berger,""
12759,net-proto-1.0.5-x86-mswin32,"","",""
12760,net-proto,1.0.4|1.0.5,Daniel J. Berger,test-unit
12761,net-proto-1.0.3-x86-mswin32,"","",""
12762,net-purge,"","",""
12763,net-reactor,0.0.2,Tassilo Schweyer,""
12764,netrecorder,0.1.2|0.1.3|0.1.0|0.2.0|0.2.1|0.1.4|0.1.5|0.1.1|0.2.2,Chris Young,echoe|rspec|cucumber|fakeweb
12765,netscaler-cli,0.3.0|0.3.2|0.3.1|0.2.2|0.2.3|0.1.2|0.2.1|0.1.1,Gabe McArthur,log4r|savon|highline|rspec
12766,net-scp,1.0.1|1.0.2|1.0.4|1.0.3,Jamis Buck|Delano Mandelbaum,net-ssh
12767,net-sftp,2.0.2|0.9.0|2.0.4|1.1.1|2.0.3|1.0.1|0.5.0|2.0.1|1.0.0|1.1.0|2.0.5,Jamis Buck,net-ssh
12768,netsign-annotate,"","",""
12769,net-simple,"","",""
12770,net-snarl,"","",""
12771,net-ssh,2.0.13|2.0.15|1.0.3|1.0.4|2.0.10|1.0.8|1.1.2|0.9.0|1.0.9|1.0.6|2.0.14|2.0.9|2.0.1|1.1.1|2.0.21|2.0.23|1.0.5|2.0.0|2.1.0|2.0.19|2.0.11|2.0.4|2.0.17|2.0.3|2.0.5|2.0.8|2.0.22|1.1.3|2.0.24|2.0.2|2.0.20|1.0.2|1.0.7|2.0.7|2.0.18|1.1.0|1.1.4|0.5.0|2.0.6|1.0.1|2.0.16|0.6.0|1.0.0,Jamis Buck,needle
12772,net-ssh-askpass,"","",""
12773,net-ssh-gateway,1.0.1,Jamis Buck,net-ssh|echoe|echoe
12774,net-ssh-kerberos,0.2.4|0.2.0|0.1.3|0.2.1|0.1.0|0.2.3|0.1.2,Joe Khoobyar,net-ssh|rubysspi
12775,net-ssh-multi,1.0.1,Jamis Buck,echoe|net-ssh|echoe|net-ssh-gateway
12776,net-ssh-plus,0.0.2,Eric Anderson,net-ssh
12777,net-ssh-shell,"","",""
12778,net-ssh-socks,0.0.2,Mike Enriquez,net-ssh
12779,net-ssh-telnet,0.0.1,Matthew Kent,net-ssh|hoe
12780,netsuite_client,0.0.1,Vlad Jebelev,hoe
12781,net-tftp,"","",""
12782,nettica,0.2.0|0.4.0|0.1.0,Matt Conway,hoe|soap4r
12783,net-tnsping,1.3.1|1.1.0|1.0.0|1.2.0,Daniel J. Berger,net-ping
12784,net-toc,"","",""
12785,netvibes,"","",""
12786,network-facade,0.1|0.4|0.2,Florent Solt,xmlobject
12787,net-yail,1.4.2|1.2.0|1.3.3|1.3.0|1.2.3|1.2.1|1.4.0|1.1.1|1.0.1|1.3.5|1.4.3|1.3.1|1.0.0|1.3.4,Jeremy Echols,""
12788,netz,"","",""
12789,netzke-basepack,0.2.0.1|0.5.11|0.3.6|0.1.2.1|0.5.13|0.5.6|0.3.3|0.3.3.1|0.5.5|0.6.2|0.4.0|0.5.14|0.1.4.1|0.5.8|0.5.9|0.4.1|0.3.8|0.5.7|0.3.5|0.2.2|0.3.10|0.2.0|0.6.3|0.3.1|0.3.0|0.3.9.1|0.1.3|0.3.9|0.6.1|0.5.12|0.5.2|0.4.2|0.1.2|0.1.3.1|0.3.7|0.5.5.1|0.5.10|0.5.4|0.6.0|0.5.1|0.3.4,Sergei Kozlov,searchlogic|netzke-core
12790,netzke-communitypack,0.1.3|0.1.0.beta,Paul Spieker,bundler
12791,netzke_config,0.2.1|0.1.3|0.3.0|0.2.0,Kristian Mandrup,rspec
12792,netzke-core,0.5.0|0.2.2|0.3.0|0.2.7|0.4.4|0.2.6|0.2.0|0.2.3|0.2.8|0.6.3|0.2.11|0.1.2|0.2.4|0.1.3|0.2.10|0.3.1|0.4.5|0.4.2|0.4.3|0.5.5|0.1.1.1|0.6.4|0.5.2|0.4.5.2|0.6.2|0.5.3|0.6.0|0.4.5.1|0.6.5|0.2.9|0.2.1|0.1.4|0.6.1|0.5.1,Sergei Kozlov,""
12793,netzke-persistence,"","",""
12794,netzke_widget_generators,"","",""
12795,neuro,0.4.0,Florian Frank,""
12796,neuro-0.4.1-x86,"","",""
12797,neuro_gammon,0.7.0,Stu,uuidtools|ruby-fann
12798,neuronet,1.0.1,carlosjhr64@gmail.com,""
12799,neverblock,"","",""
12800,neversaydie,"","",""
12801,newbamboo-rvideo,"","",""
12802,newbase60,1.0.0|1.0.2,Shane Becker,hoe|rubyforge
12803,new_base_60,"","",""
12804,newcocoa,0.0.4|0.0.1|0.0.3,cho45,""
12805,new_data_notifier,0.0.2|0.0.1,Michael He,""
12806,newext,"","",""
12807,newflow,"","",""
12808,newgem,0.9.1|1.5.0|0.19.0|0.22.1|1.0.2|1.0.5|0.14.2|1.3.0|0.11.0|1.0.4|0.7.0|0.10.3|0.9.4|0.22.2|0.10.0|0.19.1|0.18.0|0.17.1|0.3.0|0.13.2|1.0.3|1.1.0|1.2.1|1.2.3|1.0.1|1.2.0|0.14.0|0.13.4|0.10.1|1.4.0|0.4.0|1.2.2|0.27.0|0.7.1|0.29.0|0.10.4|0.9.2|0.9.3|1.0.0|0.8.0|0.5.2|0.5.0|1.5.2|1.4.1|1.0.6|0.6.0|0.5.1|0.14.1|0.7.2|0.13.0|1.0.7|0.13.3|0.13.1|0.20.1|0.9.0|1.5.1|0.15.0|0.22.0|0.23.1|0.16.0|0.16.1|0.23.0|0.20.0|0.28.0|0.21.0|1.5.3|0.13.5|0.10.2|0.2.0|0.17.0|0.25.0|0.8.1,Dr Nic Williams,hoe|hoe
12809,newick-ruby,1.0.2|1.0.3|1.0.1,Jonathan Badger,fpdf
12810,newie,"","",""
12811,newjs,1.7.1|1.3.4|1.3.0|1.5.0|1.3.5|1.3.1|1.4.1|1.7.2|1.7.0|1.4.0|1.0.2|1.3.7|1.2.1|1.3.6|1.3.3|1.0.1|1.0.3|1.0.4|1.2.0|1.1.0|1.3.2|1.5.1|1.0.0,Dr Nic Williams,activesupport|rubigen|RedCloth|syntax
12812,newplugin,0.0.4|0.0.1|0.0.3,ZhangJinzhu,hoe
12813,newproject,"","",""
12814,newrelic-amazon-ec2,"","",""
12815,newrelic-eycap,"","",""
12816,newrelic_ia,0.2.1|0.2.0|0.1.0,Bill Kayser,newrelic_rpm
12817,newrelic_rpm,2.8.5|2.12.2|2.8.11|2.9.2|2.9.6|2.12.1.alpha|2.13.0.beta3|2.9.3|2.12.2.beta|2.11.2.beta|2.8.8|2.13.4|2.12.1|2.8.6|2.8.2|2.9.9|2.8.4|2.9.8|2.10.3|2.8.1|2.13.0.beta5|2.13.2|2.11.2|2.13.3.beta|2.11.1|2.11.2.beta2|2.8.7|2.9.4|2.13.1|2.12.2.beta2|2.10.8|2.12.3|2.8.10|2.10.5|2.8.3|2.8.9|2.11.0.beta|2.11.0.beta2|2.9.5|2.10.4|2.11.3|2.12.0|2.8.0|2.13.3|2.13.0.beta4,Bill Kayser|Justin George,jeweler|shoulda|mocha
12818,news,0.1.0,RuslanHamidullin,jeweler|shoulda|rcov|bundler
12819,newscrapi,"","",""
